id,date,day_of_week,start_time,siri_stop_id,siri_ride_stop_id,arrival_time
102422016,2025-04-24,Thursday,09:15:00,32083,2601654561,09:44:28
102422016,2025-04-24,Thursday,09:15:00,4883,2601609313,09:25:13
102422016,2025-04-24,Thursday,09:15:00,2965,2601616067,09:27:35
102422016,2025-04-24,Thursday,09:15:00,1846,2601642249,09:37:19
102422016,2025-04-24,Thursday,09:15:00,2391,2601602537,09:24:31
102422016,2025-04-24,Thursday,09:15:00,22907,2601595785,09:22:26
102422016,2025-04-24,Thursday,09:15:00,32082,2601651468,09:38:14
102422016,2025-04-24,Thursday,09:15:00,6750,2601625645,09:34:20
102422016,2025-04-24,Thursday,09:15:00,6752,2601557707,09:16:24
102422016,2025-04-24,Thursday,09:15:00,6509,2601612794,09:26:38
102422016,2025-04-24,Thursday,09:15:00,4884,2601674484,09:50:43
102422016,2025-04-24,Thursday,09:15:00,16520,2601585654,09:19:32
102422016,2025-04-24,Thursday,09:15:00,13750,2601592344,09:20:18
102422016,2025-04-24,Thursday,09:15:00,5174,2601619290,09:29:36
102422016,2025-04-24,Thursday,09:15:00,15487,2601582300,09:17:36
102288385,2025-04-23,Wednesday,07:41:00,6752,2598031700,22:51:04
101170179,2025-04-10,Thursday,10:15:00,21974,2569165666,10:21:11
101170179,2025-04-10,Thursday,10:15:00,1846,2569210883,10:38:54
101170179,2025-04-10,Thursday,10:15:00,4884,2569225316,10:47:00
101170179,2025-04-10,Thursday,10:15:00,2391,2569168580,10:22:50
101170179,2025-04-10,Thursday,10:15:00,6750,2569191101,10:36:13
101170179,2025-04-10,Thursday,10:15:00,6509,2569173885,10:24:08
101170179,2025-04-10,Thursday,10:15:00,15487,2569151790,10:16:37
101170179,2025-04-10,Thursday,10:15:00,12927,2569159375,10:17:54
101170179,2025-04-10,Thursday,10:15:00,16520,2569157583,10:17:30
101170179,2025-04-10,Thursday,10:15:00,22907,2569161713,10:20:11
101170179,2025-04-10,Thursday,10:15:00,6752,2569137200,10:10:00
101170179,2025-04-10,Thursday,10:15:00,32082,2569215957,10:39:03
101170179,2025-04-10,Thursday,10:15:00,2965,2569180405,10:27:37
101170179,2025-04-10,Thursday,10:15:00,5174,2569185691,10:29:45
101170179,2025-04-10,Thursday,10:15:00,32083,2569218749,10:41:58
100805128,2025-04-07,Monday,10:15:00,15487,2559535648,10:16:39
100805128,2025-04-07,Monday,10:15:00,5174,2559572835,10:28:49
100805128,2025-04-07,Monday,10:15:00,12927,2559541865,10:18:34
100805128,2025-04-07,Monday,10:15:00,1846,2559591050,10:35:09
100805128,2025-04-07,Monday,10:15:00,6752,2559517004,10:15:37
100805128,2025-04-07,Monday,10:15:00,6509,2559560176,10:25:45
100805128,2025-04-07,Monday,10:15:00,4884,2559609649,10:45:00
100805128,2025-04-07,Monday,10:15:00,16520,2559538577,10:17:51
100805128,2025-04-07,Monday,10:15:00,32082,2559594611,10:37:58
100805128,2025-04-07,Monday,10:15:00,21974,2559551061,10:21:29
100805128,2025-04-07,Monday,10:15:00,22907,2559544918,10:20:54
100805128,2025-04-07,Monday,10:15:00,6750,2559575352,10:31:52
100805128,2025-04-07,Monday,10:15:00,2965,2559566682,10:27:37
100805128,2025-04-07,Monday,10:15:00,32083,2559603963,10:39:35
100805128,2025-04-07,Monday,10:15:00,2391,2559553948,10:22:27
100805128,2025-04-07,Monday,10:15:00,4883,2559556798,10:23:37
100347401,2025-04-02,Wednesday,08:45:00,20518,2547438337,08:48:26
100347401,2025-04-02,Wednesday,08:45:00,5174,2547489285,09:03:34
100347401,2025-04-02,Wednesday,08:45:00,2965,2547482389,09:02:12
100347401,2025-04-02,Wednesday,08:45:00,22907,2547448727,08:51:07
100347401,2025-04-02,Wednesday,08:45:00,21974,2547466012,08:56:16
100347401,2025-04-02,Wednesday,08:45:00,32083,2547523619,09:15:36
100347401,2025-04-02,Wednesday,08:45:00,4883,2547472557,08:58:26
100347401,2025-04-02,Wednesday,08:45:00,4884,2547533615,09:19:35
100347401,2025-04-02,Wednesday,08:45:00,13750,2547445039,08:50:31
100347401,2025-04-02,Wednesday,08:45:00,1846,2547513272,09:10:22
100347401,2025-04-02,Wednesday,08:45:00,5175,2547455420,08:53:28
100347401,2025-04-02,Wednesday,08:45:00,6509,2547475776,09:00:27
100347401,2025-04-02,Wednesday,08:45:00,2391,2547469266,08:57:18
100347401,2025-04-02,Wednesday,08:45:00,21104,2547458529,08:54:28
100347401,2025-04-02,Wednesday,08:45:00,2966,2547451873,08:52:21
100347401,2025-04-02,Wednesday,08:45:00,16520,2547441890,08:49:21
100347401,2025-04-02,Wednesday,08:45:00,32082,2547516914,09:12:19
100347401,2025-04-02,Wednesday,08:45:00,6750,2547492722,09:09:10
100347401,2025-04-02,Wednesday,08:45:00,6752,2547410420,08:47:11
100347401,2025-04-02,Wednesday,08:45:00,18141,2547462261,08:55:38
100666889,2025-04-06,Sunday,07:45:00,32083,2555926021,08:12:49
100666889,2025-04-06,Sunday,07:45:00,18141,2555870471,07:55:24
100666889,2025-04-06,Sunday,07:45:00,22907,2555860244,07:52:36
100666889,2025-04-06,Sunday,07:45:00,2965,2555890710,08:01:22
100666889,2025-04-06,Sunday,07:45:00,4883,2555880726,07:58:39
100666889,2025-04-06,Sunday,07:45:00,6509,2555883937,08:00:30
100666889,2025-04-06,Sunday,07:45:00,5174,2555894439,08:03:27
100666889,2025-04-06,Sunday,07:45:00,32082,2555919016,08:10:57
100666889,2025-04-06,Sunday,07:45:00,1846,2555915578,08:08:57
100666889,2025-04-06,Sunday,07:45:00,6752,2555819069,07:46:17
100666889,2025-04-06,Sunday,07:45:00,15487,2555843269,07:48:34
100666889,2025-04-06,Sunday,07:45:00,21104,2555866958,07:54:30
100666889,2025-04-06,Sunday,07:45:00,22510,2555850062,07:49:29
100666889,2025-04-06,Sunday,07:45:00,6750,2555901020,08:08:05
100666889,2025-04-06,Sunday,07:45:00,4884,2555932894,08:17:23
100666889,2025-04-06,Sunday,07:45:00,2391,2555877473,07:57:39
100666889,2025-04-06,Sunday,07:45:00,21974,2555874153,07:56:30
100666889,2025-04-06,Sunday,07:45:00,13750,2555856877,07:51:35
100666889,2025-04-06,Sunday,07:45:00,5175,2555863664,07:53:27
100666889,2025-04-06,Sunday,07:45:00,12927,2555853436,07:50:22
100923403,2025-04-08,Tuesday,09:45:00,1846,2562722945,10:04:36
100923403,2025-04-08,Tuesday,09:45:00,2391,2562690497,09:55:41
100923403,2025-04-08,Tuesday,09:45:00,13750,2562681121,09:51:51
100923403,2025-04-08,Tuesday,09:45:00,4884,2562741861,10:14:15
100923403,2025-04-08,Tuesday,09:45:00,5174,2562706245,09:59:47
100923403,2025-04-08,Tuesday,09:45:00,12927,2562677958,09:50:51
100923403,2025-04-08,Tuesday,09:45:00,20518,2562671496,09:48:42
100923403,2025-04-08,Tuesday,09:45:00,6750,2562709385,10:03:49
100923403,2025-04-08,Tuesday,09:45:00,15487,2562668360,09:47:42
100923403,2025-04-08,Tuesday,09:45:00,6509,2562697356,09:57:49
100923403,2025-04-08,Tuesday,09:45:00,32083,2562735022,10:09:41
100923403,2025-04-08,Tuesday,09:45:00,2965,2562703476,09:58:48
100923403,2025-04-08,Tuesday,09:45:00,22907,2562684215,09:53:46
100923403,2025-04-08,Tuesday,09:45:00,32082,2562725688,10:08:04
100923403,2025-04-08,Tuesday,09:45:00,6752,2562645531,09:46:44
100923403,2025-04-08,Tuesday,09:45:00,16520,2562674652,09:49:27
101374475,2025-04-14,Monday,09:15:00,5174,2574438433,09:29:47
101374475,2025-04-14,Monday,09:15:00,1846,2574450050,09:34:33
101374475,2025-04-14,Monday,09:15:00,6752,2574383333,09:18:24
101374475,2025-04-14,Monday,09:15:00,16520,2574412358,09:20:39
101374475,2025-04-14,Monday,09:15:00,20518,2574409447,09:19:49
101374475,2025-04-14,Monday,09:15:00,4884,2574464938,09:40:29
101374475,2025-04-14,Monday,09:15:00,4883,2574427148,09:25:44
101374475,2025-04-14,Monday,09:15:00,21974,2574423957,09:24:23
101374475,2025-04-14,Monday,09:15:00,12927,2574415382,09:21:53
101374475,2025-04-14,Monday,09:15:00,2965,2574432984,09:28:44
101374475,2025-04-14,Monday,09:15:00,22907,2574418329,09:23:46
101374475,2025-04-14,Monday,09:15:00,6509,2574430170,09:26:16
101374475,2025-04-14,Monday,09:15:00,32083,2574458971,09:37:48
101374475,2025-04-14,Monday,09:15:00,6750,2574441212,09:32:08
101374475,2025-04-14,Monday,09:15:00,32082,2574455965,09:35:28
102540299,2025-04-25,Friday,09:35:00,32082,2604785600,09:58:41
102540299,2025-04-25,Friday,09:35:00,12927,2604749921,09:43:26
102540299,2025-04-25,Friday,09:35:00,16520,2604747401,09:42:20
102540299,2025-04-25,Friday,09:35:00,4884,2604792618,10:03:53
102540299,2025-04-25,Friday,09:35:00,1846,2604783307,09:56:50
102540299,2025-04-25,Friday,09:35:00,6509,2604762604,09:49:15
102540299,2025-04-25,Friday,09:35:00,6752,2604716171,09:39:53
102540299,2025-04-25,Friday,09:35:00,32083,2604790062,09:59:52
102540299,2025-04-25,Friday,09:35:00,2965,2604767696,09:51:19
102540299,2025-04-25,Friday,09:35:00,2391,2604760113,09:47:32
102540299,2025-04-25,Friday,09:35:00,6750,2604777618,09:54:52
102540299,2025-04-25,Friday,09:35:00,20518,2604744722,09:41:32
102540299,2025-04-25,Friday,09:35:00,5174,2604772724,09:53:26
102540299,2025-04-25,Friday,09:35:00,22907,2604752407,09:45:17
102540299,2025-04-25,Friday,09:35:00,21974,2604757624,09:46:39
101939215,2025-04-20,Sunday,09:15:00,2965,2588894150,09:28:48
101939215,2025-04-20,Sunday,09:15:00,4884,2588947431,09:50:14
101939215,2025-04-20,Sunday,09:15:00,15487,2588862824,09:19:05
101939215,2025-04-20,Sunday,09:15:00,6509,2588888393,09:27:20
101939215,2025-04-20,Sunday,09:15:00,2391,2588882409,09:25:38
101939215,2025-04-20,Sunday,09:15:00,6752,2588836902,09:15:00
101939215,2025-04-20,Sunday,09:15:00,21974,2588879244,09:23:56
101939215,2025-04-20,Sunday,09:15:00,32082,2588926541,09:39:27
101939215,2025-04-20,Sunday,09:15:00,32083,2588929549,09:45:16
101939215,2025-04-20,Sunday,09:15:00,1846,2588923152,09:38:21
101939215,2025-04-20,Sunday,09:15:00,20518,2588866481,09:20:09
101939215,2025-04-20,Sunday,09:15:00,16520,2588869715,09:20:52
101939215,2025-04-20,Sunday,09:15:00,22907,2588876117,09:23:01
101939215,2025-04-20,Sunday,09:15:00,5174,2588897334,09:31:46
101939215,2025-04-20,Sunday,09:15:00,6750,2588907005,09:37:17
101939215,2025-04-20,Sunday,09:15:00,13750,2588872895,09:22:09
102062608,2025-04-21,Monday,09:45:00,5174,2592124864,09:59:53
102062608,2025-04-21,Monday,09:45:00,32083,2592147809,10:07:07
102062608,2025-04-21,Monday,09:45:00,4884,2594337026,10:13:14
102062608,2025-04-21,Monday,09:45:00,15487,2592096996,09:49:45
102062608,2025-04-21,Monday,09:45:00,21974,2594359687,09:55:04
102062608,2025-04-21,Monday,09:45:00,2965,2592119208,09:58:58
102062608,2025-04-21,Monday,09:45:00,12927,2592107208,09:51:42
102062608,2025-04-21,Monday,09:45:00,6750,2592128010,10:04:05
102062608,2025-04-21,Monday,09:45:00,1846,2592141162,10:04:56
102062608,2025-04-21,Monday,09:45:00,16520,2592103434,09:50:53
102062608,2025-04-21,Monday,09:45:00,6509,2592113359,09:57:06
102062608,2025-04-21,Monday,09:45:00,32082,2592144688,10:05:58
